,number,progress,title,like,contents,answer,category,sday,eday,proponent
5410,255411,청원종료,"(속보)(긴급) 이제,,, '조원진'이 '답' 이다,,",1,"너무너무 희망적이다,,

오늘 남양주 유세에서 확인했다,,저녁시간인데,,시간이 갈 수록 사람이 늘어난다,,동남풍이 태풍으로 바뀌고 있다,,,

조원진으로 대동단결하자",,반려동물,2018-05-31,2018-06-30,naver
5436,255437,청원종료,동물/반려동물 보호법(1번이라도 봐주세요..),17,"동물/반려동물 보호법을 강화 또는 만들어주세요.
요즘 죽어가는 동물들이 많아요.
동물학대도 심합니다. 
길가에 버려진 동물만해도 수 천마리가 넘습니다.
버린사람, 학대한 사람들  등 강력한 처벌은 아니더라도 자신이 죄를 저질른 만큼 벌을 주세요.
자신도 입장 바꿔서 생각 해봐야 합니다.
진짜 부탁입니다.
동물들이 너무 불쌍해요.
자신이 키울 동물이면 죽을 때까지 각오하고 키워야 합니다.
무조건 귀엽다고 키우는 건 올바르지 않아요.
자신이 끝까지 책임지고 키울 수 있다면 키우세요.
비용이 많이 든다고 버리는 사람도 있어요.
반려동물이 질려서 버리는 사람도 대부분이구요.
제발 책임지고 안 키우실거면 키우지 마세요.
저는 제 기준에서 말한 겁니다. 절대 나쁜 뜻으로 이렇게 적은게 아닙니다.",,반려동물,2018-05-31,2018-06-30,facebook
5485,255486,청원종료,불법 이민자 조선족BJ브베 강제출국 시켜주십시오,19,여러가지로 청소년들 정서에 안 좋습니다 부탁드립니다,,반려동물,2018-05-31,2018-06-30,naver
5486,255487,청원종료,햄스터가 밥을 먹게 해주세요,1,"그리고 계속 집에서 탈출합니다
방법좀요",,반려동물,2018-05-31,2018-06-30,facebook
5491,255492,청원종료,다가오는 4집 선거에서 여러분의 힘을 모아주세요,0,"러브라이브 선샤인 4집 센터 후보자 오하라 마리를 지지해주세요

거대 호텔체인 오하라 그룹의 후계자가 한국의 지지를 얻어 센터가 된다면 

일자리 창출과 서민경제 활성화와 같은 낙수효과가 기대됩니다

4센챠 4센챠 신나는노래 우리 샤이니 하고 싶은거 다해~",,반려동물,2018-05-31,2018-06-30,twitter
5508,255509,청원종료,초등학생 등교시간 오전 5시 30분으로 해주세요.,5,어린이일수록 일찍 일어나야합니다!,,반려동물,2018-05-31,2018-06-30,naver
5527,255528,청원종료,노베이스 재수생 168일에 서울대가능?,3,POSSIBLE,,반려동물,2018-05-31,2018-06-30,naver
5736,255737,청원종료,SBS 배성재 아나운서 결혼 좀 시켜주세요,1,제발,,반려동물,2018-05-31,2018-06-30,facebook
5799,255800,청원종료,일부 몰지각한 청원게시판 분탕러에게 한마디 하겠습니다.,2,"는 구라고 웜메갈들이 좌표찍고 몰려와서 20만명 찍은건 민심이고, 국민 개개인이 올린 의견은 장난질 분탕질입니까?
애초에 이런 게시판은 선동에 취약하고 쉽게 왜곡될 수 있는 여지가 충분합니다. 
게시글 장난도 마찬가지고요. 예상못하셨나요? 안고가셔야죠",,반려동물,2018-05-31,2018-06-30,naver
5804,255805,청원종료,음주운전 처벌을 강화해주세요.,1,무책임한 음주운전 때문에 다른 운전자의 목숨까지 앗아가는 일은 없어야합니다. 알콜 수치가 어떻든 간에 음주운전은 무조건 징역으로 처벌을 강화해주세요.,,반려동물,2018-05-31,2018-06-30,facebook
5839,255840,청원종료,이게나라냐,2,1년동안 뭐했노 4년을 어떻게 참노,,반려동물,2018-05-31,2018-06-30,naver
6010,256011,청원종료,컴퓨터 사주세요,5,피파온라인4 하고 싶어요,,반려동물,2018-05-31,2018-06-30,naver
6101,256102,청원종료,리그 오브 레전드 오른을 상향시켜 주세요.,5,"리그 오브 레전드의 오른은 너무나도 심각하게 너프를 받았습니다.
주 스킬인 w가 너프가 되어 1렙 쿨타임이 17초가 되었습니다.
탑은 정신병자들만 모여 있어서 항상 딜교가 일어나는데 w쿨이 17초라면 딜교를 선호하는 탑 라인에서 살아남기가 힘듭니다.
그러면 한타에서라도 존재감을 드러내야만 하는데 궁 쿨도 너프를 받으면서 한타에서도 존재감을 발휘할 수가 없습니다.
항상 나라와 사람을 먼저 생각하는 문재인 대통령님.
인간 세계만 관심을 기울이지 말아 주시고, 리그 오브 레전드의 생태계에도 항상 관심을 가져 주시기 바랍니다. 리그 오브 레전드의 생태계를 살펴 주십시오.

끝까지 읽어주셔서 감사합니다.",,반려동물,2018-05-31,2018-06-30,facebook
6102,256103,청원종료,"흡연부스 설치해주세요. 한강에서, 아이들 강아지들 뛰놀수 있게 펜스 쳐주면 되지 않씁니까",3,"비글 실험 금지 합시다.
사람 사체로 해부하면 되잖습니까.
동물 복지 하신다면서요.
한강에 아름다운 한강에, 펜스 쳐서 소형견, 중현견, 대형견 분류 해서 
펜스 쳐주세요.
흡연부스 한강에 설치하면 되지 않습니까.
아가들 뛰놀고 아름다운 비둘기들도, 아름다운 자연을 다 아름다운 사람들
사용하게 해주시면 안될까요.
담배 세 더 올리세요.
안락사도 허용해주세요.",,반려동물,2018-05-31,2018-06-30,facebook
6184,256185,청원종료,하루 하루가 고통스러워 미치겠습니다,5,치킨 좀 사주시지 말입니다,,반려동물,2018-05-31,2018-06-30,naver
6246,256247,청원종료,정일이 살려네세요,0,정일이 인융치킹ㅋㅋㅋ,,반려동물,2018-05-31,2018-06-30,facebook
6258,256259,청원종료,나는 고추짬뽕,0,다들 짜장먹는데 지혼자 짬뽕 ㅋㅋㅋㅋㅋ,,반려동물,2018-05-31,2018-06-30,facebook
6263,256264,청원종료,제친구 이X서를 카톡방에서 안나가게 해주세오,1,부탁드립니다 . 사랑해 X서야!!,,반려동물,2018-05-31,2018-06-30,facebook
6312,256313,청원종료,출근 시간을 오전 10시로 해주세요,0,모든 직장의 출근 시간을 오전 10시로 하는 법을 제정해주세요,,반려동물,2018-05-31,2018-06-30,twitter
6362,256363,청원종료,재인아!!!!!!!!! 사랑한다!!!!!!!!!!!!!!,1,ㅇㅇ,,반려동물,2018-05-31,2018-06-30,naver
6364,256365,청원종료,청원 게시판 현재 손절각,1,"그동안 꿀 잘 빨았다 꺼어어억

지들 원하는 청원은 이슈화 잘 시키고 아니다 싶은 것은 ""재미있는 이슈""로 묻어버리더니
청원 기류가 점점 이상하게 흘러간다 싶으니 (김보름, 양예원 등) 손절각 잡고 나중에 야갤, 일베 탓 할듯
일기방패 든든합니다.

뭐 그때 까지 놀다 가야겠다.",,반려동물,2018-05-31,2018-06-30,naver
6389,256390,청원종료,현재 청원게시판 손절하고 야붕이 통베 탓할 것이다.,1,청원게시판은 이슈화가 주 목적이었던 것이다. (제대로 해결된 것도 없음) 이제 김보름 양예원 등 이상한 청원이 마구 올라오니 손절각 잡은거다. 나중에 야붕이 통베 탓하면 그만이다.,,반려동물,2018-05-31,2018-06-30,naver
6570,256571,청원종료,[자료]앙망문 풀버전,4,"전두환 대통령 각하

국사에 진념하신 가운데 각하의 존체 더욱 건승하심을 앙축하나이다.

각하께서도 아시다시피 본인은 교도소 재소생활이 2년반에 이르렀사온대 본래의 지병인 고관절변형과 이명 등으로 고초를 겪고 있읍니다.

본인은 각하께서 출국 허가만 해주신다면 미국에서 2-3년간 체류하면서 완전한 치료를 받고자 희망하온데 허가 하여주시면 감사천만이겠읍니다.

아울러 말씀 드릴 것은 본인은 앞으로 국내외를 막론하고 일체 정치활동을 하지 않겠으며 일방 국가의 안보와 정치의 안정을 해하는 행위를 하지 않겠음을 약속드리면서 각하의 선처를 앙망하옵니다.

1982년 12월 13일 김 대 중",,반려동물,2018-05-31,2018-06-30,naver
6638,256639,청원종료,북한으로 월북해주세요,0,가서 돌아오지 말아 주세요,,반려동물,2018-05-31,2018-06-30,naver
6656,256657,청원종료,김정은 국방위원장의 반려견에 대한 해수구제(살처분) 요청에 대한 件,0,"친애하는 트럼프 대통령 각하, 부탁드립니다.",,반려동물,2018-05-31,2018-06-30,naver
6673,256674,청원종료,인천강화군 강화경찰서,19,인천에서 투견노름을하고있다는 제보를받고 동물보호단체와 경찰을데리고 급습했으나 경찰의 미온적인태도로 현장에서 붙잡지못하고 또다른곳에서 투견노름을 한다는 제보를받았습니디ᆞ 살아있는생명을 상대로 불법노름을하고있는걸 발견하고도 미온적인태도를보이는 인천강화경찰서 경찰관들을 조사해주세여ᆞᆢ,,반려동물,2018-05-31,2018-06-30,naver
6790,256791,청원종료,염전노예를 풀어주세요,10,"불쌍하게 소금만드는 염전노예들을 풀어주시고
전라도 여러 섬마을들을 수사해주세요",,반려동물,2018-05-31,2018-06-30,naver
6918,256919,청원종료,경애하는 문재인 대통령께서 청원게시판을 놀이터로 여기도록 정하시였다.,1,"따라서 감히 신성한 인민의 놀이터에서 실명제니 삭제 요청이니 하는 망발을 내뱉는 력적패당놈들은 마땅히 반동으로써 처단를 해야 할 것이다.

그건 그렇고 오늘 저녁엔 뭐 먹지?",,반려동물,2018-05-31,2018-06-30,naver
7147,257148,청원종료,엘레베이터에서 개좀 안고 타게 해주세요,2,"제발요 ㅠㅠㅠㅠ 
저희개는 순해서 안물어요 이러고있는데 그걸 처음 본 내가 어떻게 믿냐고 개가 엘레베이터에서 무릎 물고 다리핥는데 개 주인이란것들은 막지도 않고 있고 제발 개념 좀 챙기세요",,반려동물,2018-05-31,2018-06-30,naver
7307,257308,청원종료,문프 보유국 국민으로서 감히 제언합니다.,3,"자랑스러운 문재인 보유국 구성원으로, 제2의 민주대한을 건국한 국부 문재인 대통령을 기념하는 기념일을 제정하기를 청원합니다. 1월 24일을 만월절로 제정하여 저 북측의 태양절에 비견되는 남측의 명절로 지내기를 청원합니다.",,반려동물,2018-05-31,2018-06-30,naver
7337,257338,청원종료,개 짖는 소리 제발,5,"본인이 이뻐서 키우는건 알겠는데
관리좀 해라. 조용히 살고싶어서 아파트 이사왔는데
앞에 주택가에서  개짖는 소리  밤낮이고 울린다.
 가끔 야근하고  다음날 쉴때 있는데  잠좀 자고싶어도
개가  종일 짖어대서  머리 지진날 지경.살인충동 들정도.

순경님들  하루한번 동네 순찰 하시는데  개짖는 소리 심하다 싶으면 경고라도 주시던가  집에 사람없으면  메모로라도 경고 줘서 효과없으면  벌금 때리던가  집에 종일  사람없으면 
강아지 키우는것들  못하게좀 하던가 

개소리 해결좀 해주세요",,반려동물,2018-05-31,2018-06-30,naver
7360,257361,청원종료,반려견을 학대하는 것에 형사처벌을 더 올려주세요,17,최근에 티비 프로그램에서 반려동물들이 많이 학대받는 것을 봤습니다 반려 동물도 인관과 함께 더불어 살아가는 소중한 한 생명인데 이러한 행동은 결코 옳지 않다고 생각합니다 또한 아무 잘 못 없는 반려 동물들에게 짜증난다는 이유로 싫다는 이유로 때리는 행동은 결코 용소할 수 없는 일이라고 생각합니다 반려 동물들도 우리와 함께 살아가는 작은 “생명”이라는 존재입니다 이러한 반려 둥물들을 비참하고 또 가옥하게 죽이고 학대하는 것은 인간으로서 결코 반듯하지 않는 일이라 생각합니다 그럼으로 제발 반려 동물들을 학대하고 죽이는 것에 대한 형사 처벌을 더 올려주시길 바랍니다,,반려동물,2018-05-31,2018-06-30,facebook
7573,257574,청원종료,동물보호법을 강화시켜주세요,3,동물학대를 해도 처벌이 심하지 않아서 동물학대를 하는 사람들이 많습니다. 동물보호법을 강화시켜주세요.,,반려동물,2018-05-31,2018-06-30,naver
7576,257577,청원종료,부천 강아지 유치원 애견 학대 및 애견학대시 강력한 처벌,3,안녕하세요 이번에 청원할게있어 이렇게 글을 올립니다.지금 부천 애견학대 사건이 일어났지만 혐의가 인정되지않아 처벌을 못받은상태입니다.저도 견주로서 정말 화가나는 사건이였는데 처벌도 못받았으면 학대 당한 개들의 입장을 생각해주셨음좋겠습니다.한번 당하면 다시 당할줄모른다는 공포감에 갇혀살고 두려움에 생활을 잘못할지도 모릅니다.그래서 제발 부천 애견학대에 대해 강력한처벌과 애견학대시 강력한 처벌을 해주셨음좋겠습니다.,,반려동물,2018-05-31,2018-06-30,facebook
7590,257591,청원종료,(다들한번씩만 봐주세요)부천애견유치원서 애견학대 처벌 및 애견학대시 처벌,11,안녕하십니까.이번에 청원을 할게있어 글을 올립니다.지금 부천 애견학대 사건이 일어났지만 혐의가 인정되지않아 처벌을 못받은상태입니다.저도 견주로서 정말 화가나는 사건이였는데 처벌을 안해주시면 안되죠..솔직히 학대 당한 강아지의 앞날은 얼마나 컴컴하겠습니까?그리고 앞으로 학대받은 강아지는 두려움과 공포감에 갇혀살아 생활을 잘못할지도 모릅니다.그래서 제발 애견학대에 대한 강력처벌과 부천애견학대 사건 강력처벌을 청원합니다.,,반려동물,2018-05-31,2018-06-30,naver
7603,257604,청원종료,동물 학대에 대한 처벌을 강화해주세요,48,"최근에 눈살이 찌푸려질만큼의 동물 학대 사건들이 빈번히 발생하고 있습니다.이때 동물은 재물에 해당되어 재물손괴죄로 처벌을 받습니다.
하지만 우리나라는 다른나라에 비해 처벌의 수위가 
매우 낮습니다.동물 보호법 제 8조 1항으로 처벌을 받기 위해선 학대라고 볼 수 있을 정도의 잔인성이 요구되는데 이때의 잔인성 기준이 매우 높아 대부분의 사건이 동물 학대로 인정되지 않습니다.게다가 동물 학대의 주범들은 자신이 동물 학대를 한 행위에 대해 심각성을 깨닫지 못합니다.그래서 동물을 재물이 아닌 하나의 생명체로 여겨 생명체로써의 형법을 적용시켜야 합니다.대부분의 동물 학대에 대한 벌금은 생명체임에도 불구하고 무단 쓰레기 투기를 했을때의 벌금과 비슷한 수준입니다.따라서 동물을 하나의 생명체로 받아들이며 벌금이 아닌 징역으로 법을 강화해야합니다.물론 현존하고 있는 법 중에 징역이 포함되어 있긴 하지만 그에 맞게 적용하기 위해서는 매우 높은 기준이 필요합니다.동물 학대에 대한 미미한 처벌은 또다른 동물 학대를 낳습니다.이를 해결하기 위해 정기적인 교육을 실시해야 합니다.이 교육을 실시함으로써 동물 학대 행위에 대한 인식을 강화시키며 만약 이 교육을 이수하지 않았을 시에는 그에 따른 벌금을 부과합니다.동물들의 생명을 존중하기 위해서라도 처벌을 강화하기를 바라는 마음에서 청원합니다.",,반려동물,2018-05-31,2018-06-30,naver
